text_line,source_file_name,page_number,x_min,y_min,x_max,y_max,ocr_confidence
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,3000.0,773.0,3040.0,802.0,0.99991
COMPLETION OF JAIL CELLS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,988.0,793.0,1307.0,829.0,0.86757
37,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,430.0,795.0,465.0,823.0,0.99999
JAIL CELLS AT CORRECTIONAL SERVICE,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,488.0,795.0,922.0,823.0,0.98338
DEFENCE,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,798.0,1952.0,829.0,0.99981
COMPLETION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2241.0,800.0,2399.0,829.0,0.99883
CHOONGA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2499.0,803.0,2629.0,832.0,0.90546
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2718.0,803.0,2843.0,832.0,0.9996
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,3000.0,808.0,3040.0,837.0,0.99997
39,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,433.0,830.0,465.0,859.0,0.4967
KALOMO POLICE STATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,830.0,818.0,862.0,0.98348
JUVENILE CELLS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,989.0,833.0,1202.0,862.0,0.99975
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1214.0,833.0,1418.0,862.0,0.99402
INFRASTRUCTURE,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,836.0,2076.0,865.0,0.67596
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,836.0,2443.0,867.0,0.9961
WNSUIFICIENT FNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2997.0,838.0,3268.0,874.0,0.41949
MWAATA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2499.0,839.0,2618.0,867.0,0.99995
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,839.0,2917.0,870.0,0.99983
40,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,430.0,866.0,465.0,892.0,0.99998
GREENACRES PRI,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,866.0,711.0,895.0,0.95507
& SEC SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,718.0,866.0,908.0,895.0,0.81193
DOUBLE STOREY CRB & OFFICES,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,866.0,1396.0,897.0,0.95975
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,869.0,1999.0,900.0,0.99995
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,869.0,2443.0,900.0,0.9973
MWAATA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2499.0,872.0,2618.0,903.0,0.99995
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,872.0,2914.0,903.0,0.99984
NNSUHFICIENZ FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2998.0,874.0,3265.0,906.0,0.46443
BWACHA PRIMARY SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,899.0,840.0,928.0,0.94583
CONSTRUCTION OF,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,989.0,899.0,1234.0,930.0,0.98917
41,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,433.0,902.0,462.0,928.0,0.99997
X3 CRB,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1252.0,902.0,1355.0,930.0,0.9991
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,902.0,1999.0,933.0,0.99992
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,904.0,2443.0,936.0,0.80912
MWAATA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2499.0,907.0,2618.0,936.0,0.99992
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,907.0,2917.0,939.0,0.9995
INSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,3000.0,910.0,3265.0,939.0,0.79907
42,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,433.0,932.0,465.0,960.0,0.99228
GREENACRES PRI,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,932.0,711.0,960.0,0.90029
& SEC SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,718.0,932.0,911.0,960.0,0.62105
STAFF HOUSE,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,989.0,932.0,1163.0,963.0,0.99792
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1178.0,935.0,1382.0,963.0,0.99629
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2237.0,935.0,2444.0,972.0,0.82018
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,937.0,1999.0,966.0,0.99998
MWAATA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2499.0,940.0,2618.0,969.0,0.99993
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,940.0,2914.0,971.0,0.99742
INSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,3000.0,943.0,3265.0,971.0,0.87096
43,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,433.0,965.0,465.0,993.0,0.49606
KALOMO CENTRAL PRIMARY SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,965.0,960.0,993.0,0.70525
CONSTRUCTION OF,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,989.0,965.0,1234.0,996.0,0.91128
X3 CRB,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1252.0,967.0,1355.0,996.0,0.9337
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,970.0,1999.0,999.0,0.78624
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,970.0,2443.0,1002.0,0.99935
MWAATA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2499.0,973.0,2618.0,1002.0,0.99992
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,973.0,2914.0,1004.0,0.77739
[NSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2998.0,976.0,3265.0,1007.0,0.87962
GREENACRES PRI & SEC SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,490.0,997.0,908.0,1030.0,0.68106
GIRLS TOILET BLOCK,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,989.0,1000.0,1262.0,1029.0,0.99151
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1274.0,1000.0,1476.0,1029.0,0.99911
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1003.0,1999.0,1032.0,0.89084
MWAATA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2497.0,1003.0,2620.0,1039.0,0.99989
44,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,437.0,1004.0,466.0,1025.0,1.0
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1006.0,2443.0,1034.0,0.99535
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1006.0,2914.0,1037.0,0.96182
INSUHFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2998.0,1009.0,3265.0,1040.0,0.24678
45,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,433.0,1033.0,465.0,1059.0,1.0
BWACHA COMPOUND RESIDENTS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1033.0,906.0,1062.0,0.79643
WATER LINES SYSTEM,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1033.0,1273.0,1062.0,0.9873
WATER SANITATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1036.0,2100.0,1067.0,0.99907
INSTALLATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1039.0,2429.0,1067.0,0.99971
MWAATA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2499.0,1039.0,2618.0,1070.0,0.99994
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1041.0,2914.0,1070.0,0.97067
INSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2998.0,1041.0,3265.0,1073.0,0.79377
33,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,433.0,1063.0,467.0,1092.0,0.99999
A LABORATORY AT GREENACRES PRIMARY,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1063.0,966.0,1092.0,0.97787
[COMPLETION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2237.0,1067.0,2400.0,1103.0,0.93144
Completion of a Laboratory,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1068.0,1284.0,1098.0,0.6569
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1069.0,1988.0,1097.0,0.77108
MWAATA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2496.0,1072.0,2610.0,1100.0,0.99844
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1074.0,2843.0,1103.0,0.99969
SCHoQI,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1093.0,591.0,1122.0,0.50775
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,3000.0,1102.0,3040.0,1128.0,0.99999
V} CLASSROOM BlOCK AT,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,513.0,1118.0,823.0,1149.0,0.16266
34,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,433.0,1121.0,467.0,1147.0,1.0
COMPLETION OF A 1X3 CLASSROOM BLOCK,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,989.0,1121.0,1484.0,1152.0,0.6615
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1841.0,1126.0,1985.0,1155.0,0.9461
COMPLETION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1126.0,2399.0,1155.0,0.9971
MWAATA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2496.0,1129.0,2610.0,1158.0,0.9996
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1129.0,2843.0,1158.0,0.99802
MCBAMOLP PBILRXSCHOQL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1151.0,884.0,1182.0,0.08606
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2998.0,1156.0,3037.0,1185.0,0.73307
TOILETS AT MACRAYMOND SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1176.0,906.0,1207.0,0.92893
35,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,433.0,1178.0,467.0,1207.0,0.58515
cOMPLETION OF TOILETS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,989.0,1178.0,1284.0,1210.0,0.897
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1184.0,1985.0,1210.0,0.99978
COMPLETION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1184.0,2396.0,1213.0,0.99662
MWAATA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2499.0,1187.0,2607.0,1215.0,0.99755
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1187.0,2843.0,1215.0,0.99974
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2998.0,1192.0,3037.0,1221.0,0.99997
36,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,433.0,1211.0,467.0,1240.0,0.99999
DORMITORI A,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,515.0,1211.0,686.0,1240.0,0.36921
MWAATA SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,699.0,1211.0,917.0,1243.0,0.38921
COMPLETION OF DORMITORY,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,989.0,1214.0,1339.0,1243.0,0.71309
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1217.0,1988.0,1245.0,0.99992
COMPLETION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1219.0,2399.0,1248.0,0.9969
MWAATA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2499.0,1219.0,2607.0,1248.0,0.99905
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1222.0,2843.0,1251.0,0.98795
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2998.0,1225.0,3037.0,1254.0,0.99999
46,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,433.0,1250.0,467.0,1276.0,0.99998
SIMUKANDA COMMUNITY SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1250.0,928.0,1278.0,0.9691
CONSTRUCTION OF 1 X 3 CRB,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,998.0,1250.0,1360.0,1278.0,0.64909
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1252.0,1999.0,1281.0,0.99997
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1255.0,2443.0,1284.0,0.69911
CHIFUSA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2496.0,1255.0,2607.0,1284.0,0.99952
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1258.0,2914.0,1286.0,0.99957
INSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2995.0,1258.0,3262.0,1289.0,0.59298
A HEALTH POST AT CHIFUSA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,493.0,1280.0,812.0,1308.0,0.89717
COMPLETION OF A HEALTH POST,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,989.0,1282.0,1371.0,1311.0,0.75105
HEALTH,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1841.0,1285.0,1939.0,1314.0,0.99795
8,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,437.0,1286.0,455.0,1307.0,1.0
COMPLETION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1288.0,2399.0,1317.0,0.96651
CHIFUSA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2496.0,1288.0,2599.0,1317.0,0.996
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1288.0,2843.0,1319.0,0.99993
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2998.0,1293.0,3037.0,1322.0,0.99999
A LABORATORY AT CHIFUSA PRIMARY AND |Completion of a Laboratory,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,492.0,1314.0,1285.0,1350.0,0.88198
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1318.0,1988.0,1347.0,0.99997
CHIFUSA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2495.0,1318.0,2601.0,1354.0,0.99797
COMPLETION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1321.0,2399.0,1350.0,0.99494
APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1324.0,2840.0,1352.0,0.99958
SFCONDARY SCHOQI,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1346.0,736.0,1374.0,0.57802
NA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2998.0,1351.0,3037.0,1380.0,0.99997
NAMOOMBNA COMMUNITY SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1376.0,944.0,1404.0,0.83824
CONSTRUCTION OF,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1376.0,1234.0,1404.0,0.96441
47,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,439.0,1378.0,467.0,1402.0,1.0
X2 CRB,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1252.0,1378.0,1352.0,1407.0,0.98319
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1378.0,1999.0,1410.0,0.9999
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1381.0,2443.0,1410.0,0.75603
CHIFUSA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2496.0,1381.0,2610.0,1410.0,0.99996
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1384.0,2914.0,1413.0,0.78711
[NSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2998.0,1384.0,3262.0,1415.0,0.88841
48,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,433.0,1409.0,467.0,1437.0,1.0
SIANCHONGWE COMMUNITY SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1409.0,960.0,1437.0,0.39479
CONSTRUCTION OF CRB,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,989.0,1409.0,1289.0,1440.0,0.98761
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1411.0,1999.0,1443.0,0.99998
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1414.0,2443.0,1445.0,0.90349
SIPATUNYANA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2493.0,1414.0,2681.0,1445.0,0.98998
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1417.0,2911.0,1445.0,0.99631
INSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2998.0,1417.0,3262.0,1448.0,0.72956
KASIKILI HEALTH POST,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,493.0,1441.0,785.0,1470.0,0.88524
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1441.0,1193.0,1473.0,0.99947
OF HEALTH POST,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1203.0,1444.0,1415.0,1473.0,0.82019
49,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,440.0,1445.0,466.0,1466.0,1.0
HEALTH,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1841.0,1447.0,1952.0,1476.0,0.99103
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1447.0,2440.0,1478.0,0.99841
SIPATUNYANA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2493.0,1450.0,2681.0,1478.0,0.70688
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1450.0,2911.0,1481.0,0.99935
2,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,324.0,1452.0,355.0,1497.0,0.40003
INSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2995.0,1452.0,3262.0,1481.0,0.8097
50,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,436.0,1474.0,467.0,1503.0,0.768
INKUMBI PRIMARY SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1474.0,840.0,1506.0,0.9022
CONSTRUCTION OF 3 STAFF HOUSE,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,989.0,1474.0,1423.0,1506.0,0.87318
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1480.0,1996.0,1508.0,0.62038
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1480.0,2443.0,1511.0,0.76304
SIPATUNYANA,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2493.0,1482.0,2681.0,1511.0,0.99884
NOT APPROVED,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2715.0,1485.0,2914.0,1514.0,0.98928
ANSUFFICIENT FUNDS,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2995.0,1485.0,3262.0,1517.0,0.46813
51,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,433.0,1507.0,465.0,1539.0,0.99796
INKUMBI PRIMARY SCHOOL,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,491.0,1507.0,840.0,1539.0,0.97908
CONSTRUCTION OF,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,992.0,1510.0,1232.0,1539.0,0.72528
X3 CRB,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1252.0,1510.0,1352.0,1539.0,0.99251
EDUCATION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,1844.0,1513.0,1999.0,1541.0,0.99994
CONSTRUCTION,2025-KALOMO-CENTRAL-NOT-APPROVED-AND-APPROVED-PROJECTS.pdf,2,2239.0,1515.0,2443.0,1544.0,0.99458
